symbol,cohort,logFC,se,p
LBP,GSE85307_blood,-0.00915821138365557,0.018994820965443,0.63036940813971
PRR15L,GSE85307_blood,-0.000685061503160369,0.0238509923016905,0.97712197683998
CCDC70,GSE85307_blood,-0.0340826459775282,0.0220300338614233,0.123832490654683
EEF1E1,GSE85307_blood,-0.0341153991671703,0.0412688344580074,0.409670335257906
FKBP3,GSE85307_blood,-0.0395170729367122,0.0318997700611303,0.217254095211099
SSX5,GSE85307_blood,-0.00397249123433729,0.0127511762035897,0.755799897933386
LINC00670,GSE85307_blood,-0.0111467114212328,0.019855594299972,0.575324807170906
SLC17A1,GSE85307_blood,0.0132512276361675,0.0186973106727429,0.479536394077805
PON1,GSE85307_blood,-9.82275043423401e-05,0.0174324121820972,0.995511215218589
UBE2U,GSE85307_blood,-0.0153086721617865,0.0120149808095781,0.204480515935838
UBB,GSE48424_blood,0.000968833889601994,0.0471536893428467,0.983717847424442
RPS21,GSE48424_blood,0.520787506847385,0.187511207058297,0.00854867162647077
CD48,GSE48424_blood,-0.192093881651078,0.140337921770498,0.179306773277795
COA4,GSE48424_blood,-0.37242981926338,0.252630421962856,0.148873650045426
SRSF5,GSE48424_blood,-0.234033035142461,0.131179780521849,0.0826065574807771
THEM5,GSE48424_blood,-0.504417115561415,0.350825132460655,0.158884577185718
SF3B2,GSE48424_blood,-0.0518649411768563,0.121883905189911,0.672914248064179
B4GALT3,GSE48424_blood,0.0408506937087402,0.198894128274857,0.838392585866829
MAP3K2,GSE48424_blood,-0.174917769367284,0.146069410414156,0.23871912371396
METTL13,GSE48424_blood,0.0450455905411271,0.105380038267985,0.671519987993782
OLFM4,GSE48424_blood,-0.856838722275033,0.592235821215495,0.156366058522678
PSMC6,GSE48424_blood,-0.235918594191237,0.24615301369165,0.344063448116578
TMUB2,GSE48424_blood,-0.00450848947756294,0.121155129289279,0.970515356354148
HNRNPH3,GSE48424_blood,-0.57385080210822,0.184291961246101,0.00355302646205137
TMCO6,GSE48424_blood,-0.171895023692171,0.0964417428231751,0.0828864548164611
FKBP3,GSE48424_blood,0.106961499568704,0.14681228087177,0.470851946990857
NUP214,GSE48424_blood,0.122369675370276,0.146558193785588,0.409094985369959
TXK,GSE48424_blood,-0.144144933435491,0.170252554267148,0.40262467358596
EXOSC9,GSE48424_blood,0.329720314348415,0.118831749250461,0.00860711308941851
TOR1AIP1,GSE48424_blood,-0.136704151420018,0.156723385837563,0.388683061466572
POLR2C,GSE48424_blood,-0.305739107726968,0.125468830764389,0.0197426802133437
SPDYE3,GSE48424_blood,-0.199739577903491,0.279594994547273,0.479464346107499
NOL11,GSE48424_blood,-0.150323308609853,0.0928178026964067,0.11381170392128
UBE4B,GSE48424_blood,-0.0598123037820865,0.100297975695502,0.554570943274625
LMBR1L,GSE48424_blood,0.331526541793426,0.128152661848694,0.0137439125980358
NIT1,GSE48424_blood,-0.147362103583757,0.0992148506198378,0.145929794245568
SLX4IP,GSE48424_blood,0.390569700399609,0.252942046408744,0.131062929257498
KLK14,GSE48424_blood,0.0223402121165141,0.258279169021479,0.931537677141615
LINC00342,GSE48424_blood,0.00183287198274347,0.137890772126587,0.989465999087653
IRAK4,GSE48424_blood,-0.159701235974692,0.156384880877435,0.313779690684137
IDH3B,GSE48424_blood,-0.0899694871803059,0.113980048166258,0.434934113441221
CMSS1,GSE48424_blood,0.210403361175716,0.133341992940253,0.123085621584789
CCDC77,GSE48424_blood,-0.079894014392571,0.126966818399464,0.533046240377899
TIGD1,GSE48424_blood,-0.0238549269840127,0.305398768438806,0.93816034887083
SMG8,GSE48424_blood,-0.22057324986785,0.0993246530821279,0.0325656534694727
FUBP1,GSE48424_blood,-0.131974393760152,0.129373610554209,0.314295707055035
PAAF1,GSE48424_blood,0.0505334708066964,0.138302528408873,0.716903152168772
BCCIP,GSE48424_blood,0.0217520035538199,0.132903321844298,0.870882293153079
HDAC3,GSE48424_blood,-0.0596820176545143,0.12994763851306,0.648718740883463
EEF1E1,GSE48424_blood,0.259321319159048,0.269841986648508,0.342777314593617
LIN7C,GSE48424_blood,-0.350200510860046,0.25903946500841,0.184598039332607
RAD51-AS1,GSE48424_blood,0.215708027465356,0.156603517858642,0.176649795343081
HAUS2,GSE48424_blood,0.0157273340207732,0.14050246217297,0.911478205479671
ANKMY2,GSE48424_blood,-0.0170215072873464,0.139941555040626,0.903847109142308
ALG14,GSE48424_blood,0.0221801922210761,0.158923180045167,0.889759338558849
ELL3,GSE48424_blood,0.350262914187222,0.189603288961505,0.0726951925645531
MYO1A,GSE48424_blood,0.171530230269615,0.135535317058699,0.213567127521486
SPATA25,GSE48424_blood,0.327953987573792,0.29090572171218,0.266841783637779
SLC16A7,GSE48424_blood,0.124976069658672,0.247670525258672,0.616824050978126
NFRKB,GSE48424_blood,-0.434528011923745,0.162899153169562,0.0112674398256273
SSX5,GSE48424_blood,0.463167489461757,0.168496750128564,0.00918923853693855
SRR,GSE48424_blood,0.0677569767396089,0.175309232745892,0.701337765539673
ZNF417,GSE48424_blood,-0.105608423925132,0.110060278609037,0.343502632751794
PON1,GSE48424_blood,-0.14702961342225,0.37261022726646,0.69540552966858
SLC25A41,GSE48424_blood,0.426964502890053,0.284315246067088,0.141643778368081
LINC00670,GSE48424_blood,-0.209630720268581,0.370646077037834,0.575087967987594
LBP,GSE48424_blood,-0.179241939864843,0.319323228849641,0.57796073125877
LINC01224,GSE48424_blood,-0.0676699392928631,0.263108587638856,0.798452281568363
SLC17A1,GSE48424_blood,0.474771553525067,0.378799309938329,0.217928104774208
UBE2U,GSE48424_blood,0.12400192573333,0.115367266780325,0.289395279409815
CCDC70,GSE48424_blood,-0.12953312870491,0.193884450764263,0.508214749021654
PRR15L,GSE48424_blood,0.0480342120532418,0.0550998531935858,0.388950829569211
UBB,GSE98224_placenta,-0.0531283889711443,0.0318893568916756,0.102205927503194
SRSF5,GSE98224_placenta,0.168424656289835,0.0719602008220899,0.0234488019971486
LIN7C,GSE98224_placenta,0.0160092613112064,0.0931004564512662,0.864192529953888
FUBP1,GSE98224_placenta,0.0621537644793438,0.0580992766494867,0.290052260464326
TOR1AIP1,GSE98224_placenta,-0.020613818148169,0.057044016042162,0.719406907214912
HDAC3,GSE98224_placenta,-0.111433975870524,0.0399021286980678,0.00747851998461585
B4GALT3,GSE98224_placenta,-0.0772827518819807,0.0802738309442649,0.340491231419665
PSMC6,GSE98224_placenta,-0.100993084739754,0.0680325994821287,0.144202359074609
HNRNPH3,GSE98224_placenta,-0.00950593451051493,0.0614573097277654,0.877724102466297
UBE4B,GSE98224_placenta,-0.040305635892167,0.0602570661654326,0.50675877905908
MAP3K2,GSE98224_placenta,0.0686304313277227,0.0810271166280218,0.401184509778426
NUP214,GSE98224_placenta,0.0186550114478098,0.049345600036065,0.707057279513679
IRAK4,GSE98224_placenta,-0.117140530188941,0.0513850600053945,0.0271006365128458
SF3B2,GSE98224_placenta,0.0244690147809262,0.0455713182592069,0.593783679880606
ZNF260,GSE98224_placenta,-0.0420179273215393,0.0861402055705057,0.627916859154826
POLR2C,GSE98224_placenta,-0.0055435332108057,0.0656724144270208,0.933079122871534
IDH3B,GSE98224_placenta,-0.00799891469527811,0.042924560314932,0.85295501884692
NOL11,GSE98224_placenta,-0.0292536910744988,0.0656636451901165,0.657950286790254
EED,GSE98224_placenta,0.00775637468002297,0.0531293118838549,0.884538694230674
ANKMY2,GSE98224_placenta,0.0575541672899813,0.0918151987402205,0.533721519296807
LMBR1L,GSE98224_placenta,0.111370659293634,0.0517213952648882,0.0363364744226066
TMCO6,GSE98224_placenta,-0.0593202095605988,0.0389683476716825,0.13448668146703
TMUB2,GSE98224_placenta,-0.0631089167861741,0.0440747285122689,0.158646526252993
NIT1,GSE98224_placenta,0.0333113022203543,0.0476393051801169,0.487768102488088
EXOSC9,GSE98224_placenta,-0.0327362094821184,0.0492973068781485,0.509823164305544
NFRKB,GSE98224_placenta,0.00699877542194313,0.0494246988867138,0.887983291077495
BCCIP,GSE98224_placenta,-0.0928448390254567,0.064515572795861,0.156592915673892
CMSS1,GSE98224_placenta,0.0717738441773086,0.086328751727619,0.409853188681087
RPS21,GSE98224_placenta,0.0592924605257532,0.0539051207686996,0.276829628676876
ZNF417,GSE98224_placenta,0.0722299717303613,0.0694930950400038,0.303820461538754
SMG8,GSE98224_placenta,-0.04378974204731,0.0533832718581793,0.416095607644537
METTL13,GSE98224_placenta,0.0181262059461226,0.039798787921572,0.650836595428526
ALG14,GSE98224_placenta,-0.0564025229620454,0.0638958242828898,0.38177239482534
COA4,GSE98224_placenta,-0.0849061683405042,0.0493323589874655,0.0916555962703997
HAUS2,GSE98224_placenta,-0.127312771872109,0.0768223844342212,0.103977857651866
PAAF1,GSE98224_placenta,-0.102980230534893,0.0635141123164183,0.111471566473223
SRR,GSE98224_placenta,-0.133119218670481,0.0971242736319598,0.176856736696031
TIGD1,GSE98224_placenta,0.0100899024925909,0.040962922753573,0.806483747300146
FKBP3,GSE98224_placenta,-0.0650519466946524,0.0534992688891731,0.229938342829087
FAM90A27P,GSE98224_placenta,0.0234801846827306,0.055553711931225,0.674427857368427
SLX4IP,GSE98224_placenta,-0.065433105439216,0.0591892674318271,0.274443726949397
SPATA25,GSE98224_placenta,-0.105250767995934,0.0425531147192836,0.0169646362358803
CD48,GSE98224_placenta,0.129348359205051,0.11279097769795,0.257135343758246
CCDC77,GSE98224_placenta,-0.0546067458668699,0.0598379669359555,0.3660142415811
SLC25A41,GSE98224_placenta,0.0308204922359916,0.0563150379182122,0.58671072878669
KLK14,GSE98224_placenta,0.064211160171165,0.0469058716858199,0.177375014264048
TXK,GSE98224_placenta,-0.121564684312638,0.0716132019611383,0.0960575434075886
SEBOX,GSE98224_placenta,-0.00444215920775107,0.0634384876998162,0.944465445591004
ELL3,GSE98224_placenta,0.0593750327384436,0.0411923026272657,0.155944431261141
SLC16A7,GSE98224_placenta,-0.10526872762303,0.0580568419277481,0.0760398121412723
OLFM4,GSE98224_placenta,-0.164101954958682,0.089953162015767,0.0743178368700319
MYO1A,GSE98224_placenta,-0.180092994868144,0.0757185111634388,0.0214021401585792
LBP,GSE98224_placenta,0.0959311258052698,0.117332619891547,0.417615346753204
THEM5,GSE98224_placenta,0.0284694461551036,0.0561008307604183,0.614143456505624
CCDC70,GSE98224_placenta,0.0458866917768155,0.0542113936751359,0.401496791142962
LINC00670,GSE98224_placenta,0.0584445149874487,0.0745446075776121,0.43687000085698
PRR15L,GSE98224_placenta,0.00783236848561825,0.056399311958019,0.890129645366308
SPDYE3,GSE98224_placenta,0.0755844744480562,0.0622795021112517,0.230810623566916
PON1,GSE98224_placenta,0.072161937525182,0.0592963660508612,0.229549856091791
SLC17A1,GSE98224_placenta,-0.00293935081344791,0.0742293208267814,0.968577246577062
UBE2U,GSE98224_placenta,-0.20386432117282,0.0972121570483984,0.0412626356571057
SSX5,GSE98224_placenta,-0.010507208150665,0.055000400514912,0.849298914804237
