bin,set,NP_NP,Normal_1stT,Normal_2ndT,Normal_3rdT,Normal_delivery,PreX_1stT,PreX_2ndT,PreX_3rdT,PreX_delivery,GDM_1stT,GDM_2ndT,GDM_3rdT,GDM_delivery,cHTN_1stT,cHTN_2ndT,cHTN_3rdT,cHTN_delivery
102,Placenta-HIGH,0.0660377358490566,0.0616113744075829,0.26530612244898,0.212765957446809,0.342465753424658,0.0497237569060774,0.130434782608696,0.227272727272727,0.155913978494624,0.24468085106383,0.278481012658228,0.377049180327869,0.300699300699301,0.0810810810810811,0.329545454545455,0.283018867924528,0.596774193548387
103,B-cells,0.748427672955975,0.779310344827586,0.806818181818182,0.72680412371134,0.828125,0.797619047619048,0.673913043478261,0.709677419354839,0.805825242718447,0.724409448818898,0.758793969849246,0.710059171597633,0.650887573964497,0.657894736842105,0.604651162790698,0.756756756756757,0.68421052631579
108,Placenta-HIGH,0.282051282051282,0.337016574585635,0.280254777070064,0.341346153846154,0.219424460431655,0.314285714285714,0.343195266272189,0.268456375838926,0.237704918032787,0.296774193548387,0.337301587301587,0.339366515837104,0.304582210242588,0.304878048780488,0.340909090909091,0.301369863013699,0.382352941176471
116,Placenta-HIGH,0.31294964028777,0.323863636363636,0.180722891566265,0.261627906976744,0.311392405063291,0.335,0.371859296482412,0.3,0.222222222222222,0.333333333333333,0.285714285714286,0.387755102040816,0.368580060422961,0.0909090909090909,0.395604395604396,0.192307692307692,0.377142857142857
129,Placenta-HIGH,0.068421052631579,0.0790960451977401,0.0805369127516778,0.265765765765766,0.16412213740458,0.0628019323671498,0.103030303030303,0.275862068965517,0.175925925925926,0.126984126984127,0.191235059760956,0.346938775510204,0.265651438240271,0.0123456790123457,0.0819672131147541,0.120481927710843,0.219298245614035
142,Placenta-HIGH,0.22093023255814,0.281385281385281,0.388392857142857,0.268156424581006,0.370535714285714,0.229411764705882,0.269662921348315,0.266666666666667,0.278947368421053,0.367088607594937,0.191881918819188,0.317647058823529,0.366265060240964,0.424657534246575,0.28,0.305084745762712,0.375
165,Placenta-HIGH,0.0899795501022495,0.133779264214047,0.141538461538462,0.170918367346939,0.174224343675418,0.115207373271889,0.102564102564103,0.086734693877551,0.186813186813187,0.157190635451505,0.118155619596542,0.224264705882353,0.270707070707071,0.0333333333333333,0.0303030303030303,0.172727272727273,0.208333333333333
172,B-cells,0.0245098039215686,0.0396825396825397,0.0413223140495868,0.0514018691588785,0.0205479452054795,0.0121212121212121,0.0392156862745098,0.027972027972028,0.0291666666666667,0.0225563909774436,0.062111801242236,0.0294117647058824,0.0311418685121107,0.0555555555555556,0.0606060606060606,0.0263157894736842,0.0185185185185185
175,Placenta-HIGH,0.316901408450704,0.197802197802198,0.435714285714286,0.347826086956522,0.331550802139037,0.287878787878788,0.285714285714286,0.340425531914894,0.306990881458967,0.315789473684211,0.442105263157895,0.428571428571429,0.482200647249191,,0.1,0.275,0.386363636363636
182,Placenta-HIGH,0.00359712230215827,0.0875576036866359,0.0592334494773519,0.154639175257732,0.231034482758621,0.0428134556574924,0.0440251572327044,0.267857142857143,0.138064516129032,0.0683229813664596,0.141414141414141,0.196911196911197,0.320796460176991,0.276923076923077,0.120481927710843,0.182692307692308,0.297872340425532
192,Placenta-HIGH,0.539473684210526,0.697916666666667,0.431034482758621,0.747368421052632,0.60655737704918,0.5,0.627450980392157,0.676470588235294,0.658119658119658,0.746268656716418,0.709302325581395,0.753623188405797,0.748091603053435,,,,
201,Placenta-HIGH,0.196969696969697,0.111111111111111,0.0909090909090909,0.268292682926829,0.337209302325581,0.17741935483871,0.231707317073171,0.405405405405405,0.207865168539326,0.150684931506849,0.340425531914894,0.310924369747899,0.403973509933775,,,,0.27906976744186
202,T-cells,0.00888888888888889,0.0544554455445545,0.079646017699115,0.0225988700564972,0.00840336134453782,0.0263157894736842,0.0276243093922652,0.0354609929078014,0.0206422018348624,0.143712574850299,0.036036036036036,0.0350877192982456,0.0484330484330484,0.0181818181818182,0.0263157894736842,0.0833333333333333,0.024390243902439
218,B-cells,0.478632478632479,0.397260273972603,0.655555555555556,0.666666666666667,0.504,0.613138686131387,0.523809523809524,0.640350877192982,0.472049689440994,0.646464646464647,0.568627450980392,0.586956521739131,0.595890410958904,,0.64406779661017,0.743589743589744,0.326923076923077
219,Placenta-HIGH,0.0666666666666667,0.00793650793650794,0.0432432432432432,0.131428571428571,0.287037037037037,0,0.0396039603960396,0.245508982035928,0.0668693009118541,0.031390134529148,0.0106951871657754,0.24113475177305,0.143478260869565,0.0175438596491228,0.0634920634920635,0.0294117647058824,0.323076923076923
225,Placenta-HIGH,0.137362637362637,0.113636363636364,0.178571428571429,0.34010152284264,0.221674876847291,0.131067961165049,0.25,0.195121951219512,0.246575342465753,0.15625,0.234042553191489,0.338028169014085,0.205128205128205,0.333333333333333,,0.263888888888889,0.362068965517241
235,T-cells,0.0606060606060606,0.0506329113924051,0.0210526315789474,0.0625,0.0403225806451613,0.0666666666666667,0.0833333333333333,0.027027027027027,0.0578034682080925,0,0.0309278350515464,0.0666666666666667,0.016597510373444,,0,,
242,Placenta-HIGH,0.265060240963855,0.23015873015873,0.164179104477612,0.286307053941909,0.324200913242009,0.168,0.224852071005917,0.31219512195122,0.218045112781955,0.298245614035088,0.221374045801527,0.426008968609866,0.335849056603774,0.0875,0.0666666666666667,0.146341463414634,0.406593406593407
245,Placenta-HIGH,0.385093167701863,0.309090909090909,0.407608695652174,0.326612903225806,0.293577981651376,0.441176470588235,0.480519480519481,0.414634146341463,0.402298850574713,0.347826086956522,0.388278388278388,0.383084577114428,0.385964912280702,0.141025641025641,0.32258064516129,0.465753424657534,0.51685393258427
251,Placenta-HIGH,0.364583333333333,0.3984375,0.173913043478261,0.378238341968912,0.383886255924171,0.375757575757576,0.283236994219653,0.407185628742515,0.405511811023622,0.524822695035461,0.485294117647059,0.520618556701031,0.425992779783394,0.333333333333333,0.314285714285714,0.283333333333333,0.432432432432432
275,Placenta-HIGH,0.137566137566138,0.0869565217391304,0.11965811965812,0.158620689655172,0.093167701863354,0.17948717948718,0.0459770114942529,0.159090909090909,0.10427807486631,0.139130434782609,0.127777777777778,0.2,0.136029411764706,0.2,0.0303030303030303,0.25531914893617,0.222222222222222
276,Placenta-HIGH,0.0117647058823529,0.087719298245614,0.0120481927710843,0.043859649122807,0.0521739130434783,0.018348623853211,0.0842105263157895,0.0769230769230769,0.0709219858156028,0.0491803278688525,0.032520325203252,0.1,0.0878378378378378,0,0,,
278,Placenta-HIGH,0.00740740740740741,0.0275862068965517,0,0.0575916230366492,0.0692307692307692,0.0254237288135593,0.0233918128654971,0.24822695035461,0.0216606498194946,0.123456790123457,0.146341463414634,0.0869565217391304,0.102040816326531,0,,,0.024390243902439
282,Placenta-HIGH,0.280701754385965,0.305555555555556,0.302631578947368,0.351351351351351,0.306818181818182,0.224719101123596,0.257425742574257,0.169642857142857,0.327102803738318,0.349056603773585,0.291139240506329,0.322834645669291,0.286585365853659,,0.142857142857143,0.5,0.518518518518519
283,B-cells,0.0446735395189003,0.05,0.0579710144927536,0.13671875,0.0858085808580858,0.0742574257425743,0.0666666666666667,0.129943502824859,0.0827250608272506,0.133802816901408,0.0969162995594714,0.0973782771535581,0.0668896321070234,0.025,0.0144927536231884,0.1125,0.0163934426229508
336,Placenta-HIGH,0.00450450450450451,0.0242718446601942,0.0779816513761468,0.184615384615385,0.103603603603604,0.0796812749003984,0.0638297872340426,0.0691823899371069,0.0845771144278607,0.0827586206896552,0.04,0.124161073825503,0.253588516746412,0,0.0714285714285714,0.169811320754717,
338,Placenta-HIGH,0.403703703703704,0.236994219653179,0.294117647058824,0.503401360544218,0.470967741935484,0.464,0.335260115606936,0.476510067114094,0.273775216138329,0.234234234234234,0.311320754716981,0.387596899224806,0.402912621359223,0.419354838709677,,0.515151515151515,0.553846153846154
343,Placenta-HIGH,0.109704641350211,0.229166666666667,0.232704402515723,0.411347517730496,0.265984654731458,0.15970515970516,0.153846153846154,0.315340909090909,0.193403298350825,0.252365930599369,0.28219696969697,0.327402135231317,0.291984732824428,,0.32,0.157142857142857,0.578947368421053
345,Placenta-HIGH,0.169117647058824,0.0466666666666667,0.111607142857143,0.171717171717172,0.324324324324324,0.072,0.151162790697674,0.294117647058824,0.140562248995984,0.128440366972477,0.0909090909090909,0.314285714285714,0.304477611940299,0.0714285714285714,0,0.333333333333333,0.235294117647059
355,Placenta-HIGH,0.154696132596685,0.228260869565217,0.148387096774194,0.197478991596639,0.313725490196078,0.183823529411765,0.175141242937853,0.206106870229008,0.123417721518987,0.0869565217391304,0.174107142857143,0.213793103448276,0.392712550607287,,0.0545454545454545,0.149253731343284,0.333333333333333
371,Placenta-HIGH,0.246031746031746,0.245614035087719,0.12962962962963,0.218543046357616,0.225806451612903,0.0819672131147541,0.195876288659794,0.173913043478261,0.204166666666667,0.219178082191781,0.173228346456693,0.372093023255814,0.406976744186047,,,0.294117647058824,0.27906976744186
377,Placenta-HIGH,0.190283400809717,0.207920792079208,0.151898734177215,0.201438848920863,0.266990291262136,0.214285714285714,0.225806451612903,0.209944751381215,0.130102040816327,0.22289156626506,0.290123456790123,0.27741935483871,0.235820895522388,0.0675675675675676,0.0597014925373134,0.294117647058824,0.253521126760563
399,T-cells,0.0703125,0.108949416342412,0.120967741935484,0.0422960725075529,0.0439814814814815,0.0615384615384615,0.10803324099723,0.0684039087947883,0.0461538461538462,0.0608695652173913,0.024,0.0858085808580858,0.084070796460177,0.0574712643678161,0.03125,0.0252100840336134,0.0546875
405,T-cells,0.0849056603773585,0.0309278350515464,0.0175438596491228,0.0108695652173913,0.027972027972028,0.055045871559633,0.0916666666666667,0.0288461538461538,0.0571428571428571,0.0285714285714286,0.0304878048780488,0.0306122448979592,0.0338983050847458,0.0681818181818182,0,0,0
411,B-cells,0.932038834951456,0.932692307692308,0.969072164948454,0.890052356020943,0.899328859060403,0.887755102040816,0.954954954954955,0.947916666666667,0.877358490566038,0.918604651162791,0.95,0.947368421052632,0.949720670391061,,0.837209302325582,0.966666666666667,
415,Placenta-HIGH,0.425149700598802,0.389830508474576,0.4125,0.480769230769231,0.490774907749078,0.403940886699507,0.43646408839779,0.325714285714286,0.419178082191781,0.36551724137931,0.335714285714286,0.423913043478261,0.408045977011494,0.295454545454545,0.6,0.641509433962264,0.840909090909091
419,Placenta-HIGH,0.30377358490566,0.318785578747628,0.341121495327103,0.409836065573771,0.419294990723562,0.313829787234043,0.381067961165049,0.358208955223881,0.338829348722176,0.320113314447592,0.324958123953099,0.407142857142857,0.458064516129032,0.280254777070064,0.345238095238095,0.419642857142857,0.409090909090909
425,Placenta-HIGH,0.153061224489796,0.185185185185185,0.16,0.181102362204724,0.204918032786885,0.0714285714285714,0.160493827160494,0.168831168831169,0.166666666666667,0.247422680412371,0.159420289855072,0.184873949579832,0.245283018867925,,,0.35,0.382978723404255
428,Placenta-HIGH,0.146616541353383,0.0617848970251716,0.123456790123457,0.153488372093023,0.177387914230019,0.110869565217391,0.134171907756813,0.202991452991453,0.1578125,0.102112676056338,0.215859030837004,0.190556492411467,0.201941747572816,0.048582995951417,0.0431034482758621,0.125,0.253012048192771
430,Placenta-HIGH,0.269035532994924,0.353174603174603,0.347368421052632,0.37793427230047,0.350282485875706,0.328083989501312,0.292358803986711,0.45721271393643,0.462908011869436,0.358823529411765,0.294554455445545,0.391498881431767,0.442495126705653,0.297142857142857,0.1625,0.387931034482759,0.475177304964539
434,Placenta-HIGH,0.597297297297297,0.593406593406593,0.52463768115942,0.678185745140389,0.672690763052209,0.603603603603604,0.724669603524229,0.714681440443213,0.703045685279188,0.623100303951368,0.608080808080808,0.665127020785219,0.699140401146132,0.645161290322581,0.529411764705882,0.666666666666667,0.633928571428571
435,Placenta-HIGH,0.0153061224489796,0.11038961038961,0,0.0680272108843538,0.244897959183673,0.0738636363636364,0.00709219858156028,0.0883977900552486,0.154761904761905,0.0849673202614379,0.154676258992806,0.184466019417476,0.208226221079692,0.0196078431372549,0,0.244897959183673,0.4
438,Placenta-HIGH,0.4921875,0.530434782608696,0.725,0.59748427672956,0.696132596685083,0.514285714285714,0.462585034013605,0.75,0.694214876033058,0.516483516483517,0.598290598290598,0.674033149171271,0.695876288659794,,0.513513513513514,0.79746835443038,0.634146341463415
456,B-cells,0.0876288659793814,0.072,0.122641509433962,0.085427135678392,0.0425531914893617,0.151079136690647,0.141843971631206,0.109090909090909,0.0260416666666667,0.0852713178294574,0.153333333333333,0.0860927152317881,0.0551948051948052,0.0277777777777778,0.117647058823529,0.266666666666667,0.104166666666667
457,Placenta-HIGH,0.373702422145329,0.32,0.323404255319149,0.353603603603604,0.420081967213115,0.346504559270517,0.366438356164384,0.443213296398892,0.390909090909091,0.395833333333333,0.4125,0.433774834437086,0.466183574879227,0.349056603773585,0.297297297297297,0.403409090909091,0.529411764705882
461,Placenta-HIGH,0.296928327645051,0.265116279069767,0.259259259259259,0.339950372208437,0.347972972972973,0.278008298755187,0.276595744680851,0.361538461538462,0.426666666666667,0.192893401015228,0.301754385964912,0.384937238493724,0.362660944206009,0.327868852459016,,0.333333333333333,0.382352941176471
479,T-cells,0.132978723404255,0.152866242038217,0.116788321167883,0.204379562043796,0.246913580246914,0.204379562043796,0.0818181818181818,0.1,0.181818181818182,0.0612244897959184,0.171597633136095,0.132352941176471,0.25,0.272727272727273,,,0.170212765957447
486,Placenta-HIGH,0.192192192192192,0.345454545454545,0.304347826086957,0.322946175637394,0.356194690265487,0.314814814814815,0.257731958762887,0.328451882845188,0.404921700223714,0.410138248847926,0.298165137614679,0.375,0.413669064748201,0.228571428571429,0.452830188679245,0.268041237113402,0.489130434782609
487,Placenta-HIGH,0.48122866894198,0.434615384615385,0.401098901098901,0.458181818181818,0.543175487465181,0.401785714285714,0.41747572815534,0.530909090909091,0.505016722408027,0.401162790697674,0.465753424657534,0.565543071161049,0.484240687679083,0.370967741935484,0.566666666666667,0.227272727272727,0.607476635514019
488,Placenta-HIGH,0.31140350877193,0.613065326633166,0.377952755905512,0.50259067357513,0.331103678929766,0.188775510204082,0.276041666666667,0.348039215686275,0.430379746835443,0.495495495495496,0.387665198237885,0.583783783783784,0.475095785440613,0.39622641509434,0.272727272727273,0.271186440677966,0.178571428571429
495,Placenta-HIGH,0.591463414634146,0.705400981996727,0.71072319201995,0.721417069243156,0.709867452135493,0.597785977859779,0.551829268292683,0.60676532769556,0.625239005736138,0.587570621468927,0.569420035149385,0.663811563169165,0.609053497942387,0.656716417910448,0.406593406593407,0.545454545454545,0.652439024390244
500,Placenta-HIGH,0.0729166666666667,0.118881118881119,0.136150234741784,0.157205240174673,0.183760683760684,0.159763313609467,0.154838709677419,0.158590308370044,0.405405405405405,0.215189873417722,0.201030927835052,0.181818181818182,0.228395061728395,0.115942028985507,0.168539325842697,0.322033898305085,0.568627450980392
507,Placenta-HIGH,0.0869565217391304,0.219178082191781,0.236842105263158,0.325842696629214,0.307692307692308,0.188118811881188,0.166666666666667,0.276595744680851,0.16304347826087,0.229166666666667,0.188034188034188,0.385964912280702,0.314814814814815,,,,
539,Placenta-HIGH,0.254612546125461,0.317901234567901,0.28328611898017,0.4296875,0.44559585492228,0.320422535211268,0.427385892116183,0.367424242424242,0.337614678899083,0.36734693877551,0.228571428571429,0.388349514563107,0.548926014319809,0.329545454545455,0.216216216216216,0.452380952380952,0.367521367521368
549,B-cells,0.0498220640569395,0.0689655172413793,0.0914634146341463,0.0242424242424242,0.050314465408805,0.0396825396825397,0.0520833333333333,0.013840830449827,0.0444915254237288,0.0305676855895197,0.0338983050847458,0.0198412698412698,0.0436893203883495,0.0833333333333333,0.0952380952380952,0.0612244897959184,0.0431034482758621
558,Placenta-HIGH,0.241935483870968,0.353591160220994,0.221590909090909,0.259259259259259,0.346666666666667,0.462025316455696,0.367521367521368,0.3515625,0.391003460207612,0.245098039215686,0.345679012345679,0.484276729559749,0.410958904109589,0.381578947368421,0.153846153846154,0.328358208955224,0.354166666666667
563,Placenta-HIGH,0.0904255319148936,0.087719298245614,0.0897435897435897,0.206140350877193,0.21505376344086,0.104395604395604,0.0852272727272727,0.161764705882353,0.174563591022444,0.181818181818182,0.167420814479638,0.104477611940299,0.288702928870293,,0.12280701754386,0.333333333333333,0.321428571428571
565,Placenta-HIGH,0.433962264150943,0.548387096774194,0.458333333333333,0.572347266881029,0.507042253521127,0.518918918918919,0.478632478632479,0.480662983425414,0.510810810810811,0.530434782608696,0.397435897435897,0.574712643678161,0.543032786885246,0.434782608695652,0.685714285714286,0.465116279069768,0.594059405940594
578,Placenta-HIGH,0.05,0.156424581005587,0.0714285714285714,0.220779220779221,0.271523178807947,0.0903225806451613,0.114285714285714,0.222222222222222,0.182242990654206,0.279661016949153,0.141304347826087,0.288888888888889,0.33502538071066,0.122448979591837,0.220338983050847,,0.191780821917808
593,Placenta-HIGH,0.415384615384615,0.526315789473684,0.485477178423237,0.467741935483871,0.583710407239819,0.456273764258555,0.512820512820513,0.545454545454545,0.471337579617834,0.476394849785408,0.589430894308943,0.550239234449761,0.73697270471464,,0.395348837209302,0.816666666666667,0.708955223880597
614,T-cells,0.210970464135021,0.0719424460431655,0.141935483870968,0.18348623853211,0.110344827586207,0.119718309859155,0.242424242424242,0.157894736842105,0.206997084548105,0.151785714285714,0.048,0.0952380952380952,0.154185022026432,,0.166666666666667,0.0851063829787234,0.0493827160493827
624,Placenta-HIGH,0.170212765957447,0.16,0.123376623376623,0.2109375,0.387931034482759,0.171052631578947,0.183006535947712,0.268292682926829,0.212686567164179,0.184615384615385,0.144578313253012,0.414772727272727,0.287671232876712,,0.0833333333333333,0.173913043478261,0.622641509433962
625,Placenta-HIGH,0.330749354005168,0.347305389221557,0.466367713004484,0.275280898876405,0.284023668639053,0.267441860465116,0.292792792792793,0.265402843601896,0.397205588822355,0.382198952879581,0.335,0.324137931034483,0.372693726937269,0.209302325581395,0.524193548387097,0.254545454545455,0.333333333333333
629,Placenta-HIGH,0.103351955307263,0.107734806629834,0.0847457627118644,0.147252747252747,0.141791044776119,0.128851540616246,0.0732394366197183,0.117948717948718,0.132243684992571,0.117424242424242,0.135678391959799,0.11377245508982,0.194931773879142,0.125,0.0930232558139535,0.176470588235294,0.123893805309735
635,Placenta-HIGH,0.0148148148148148,0.128342245989305,0.132258064516129,0.161616161616162,0.343220338983051,0.0535714285714286,0.110714285714286,0.344398340248963,0.166301969365427,0.161016949152542,0.233108108108108,0.261061946902655,0.31875,0.157894736842105,0.175675675675676,0.20253164556962,0.216981132075472
666,Placenta-HIGH,0.394495412844037,0.5,0.531645569620253,0.567567567567568,0.308641975308642,0.46551724137931,0.402298850574713,0.417721518987342,0.568807339449541,0.586666666666667,0.490445859872612,0.492307692307692,0.559055118110236,0.473684210526316,,0.419354838709677,
671,Placenta-HIGH,0.311827956989247,0.377952755905512,0.347133757961783,0.437869822485207,0.468013468013468,0.291666666666667,0.3575,0.398104265402844,0.284313725490196,0.344262295081967,0.412887828162291,0.557575757575758,0.468354430379747,0.464,0.465116279069768,0.349397590361446,0.534653465346535
678,Placenta-HIGH,0.397849462365591,0.415789473684211,0.345291479820628,0.438405797101449,0.692982456140351,0.421985815602837,0.399141630901288,0.476363636363636,0.450946643717728,0.308571428571429,0.498412698412698,0.486381322957198,0.553333333333333,0.52112676056338,0.37037037037037,0.426356589147287,0.510948905109489
683,B-cells,0.0317460317460317,0.0542986425339367,0.037037037037037,0.108490566037736,0.0570175438596491,0.0551181102362205,0.0526315789473684,0.0335195530726257,0.0592885375494071,0.0169491525423729,0.0481481481481482,0.0536585365853659,0.106451612903226,0.0895522388059701,0.0588235294117647,0.0759493670886076,0.253164556962025
689,B-cells,0.940639269406393,0.89051094890511,0.897637795275591,0.934673366834171,0.901734104046243,0.958677685950413,0.912568306010929,0.945736434108527,0.925414364640884,0.902654867256637,0.898550724637681,0.949044585987261,0.971061093247588,0.919354838709677,0.783783783783784,0.971428571428571,0.968253968253968
691,T-cells,0.96218487394958,0.935,0.912698412698413,0.91449814126394,0.964705882352941,0.915,0.924418604651163,0.950310559006211,0.922920892494929,0.915555555555556,0.91304347826087,0.933852140077821,0.941988950276243,0.893333333333333,0.880952380952381,0.938271604938272,0.879518072289157
695,T-cells,0.285714285714286,0.0909090909090909,0.26,0.184210526315789,0.0645161290322581,0.0714285714285714,0.0337078651685393,0.1,0.100591715976331,0.203125,0.0571428571428571,0.0454545454545455,0.139130434782609,0.117647058823529,,,0.0333333333333333
700,Placenta-HIGH,0.0348837209302326,0.0515463917525773,0.089041095890411,0.233695652173913,0.136612021857924,0.108108108108108,0.087719298245614,0.12037037037037,0.118811881188119,0.138211382113821,0.22007722007722,0.304812834224599,0.23963133640553,0.0222222222222222,0.0697674418604651,0.333333333333333,0.390625
702,Placenta-HIGH,0.0833333333333333,0.141592920353982,0.15358361774744,0.262975778546713,0.302325581395349,0.176470588235294,0.0986842105263158,0.255395683453237,0.147540983606557,0.181818181818182,0.235772357723577,0.411214953271028,0.264367816091954,0.101694915254237,0.109090909090909,0.182481751824818,0.378640776699029
713,Placenta-HIGH,0.351851851851852,,0.5,0.451612903225806,0.416666666666667,,0.19672131147541,,0.5,,0.3,,0.661764705882353,,,,
721,Placenta-HIGH,0.255605381165919,0.504761904761905,0.394160583941606,0.389671361502347,0.533980582524272,0.253846153846154,0.404255319148936,0.708860759493671,0.385826771653543,0.533333333333333,0.752747252747253,0.588652482269504,0.482213438735178,0.424242424242424,,0.133333333333333,0.311688311688312
729,Placenta-HIGH,0.227027027027027,0.283018867924528,0.260869565217391,0.317535545023697,0.263803680981595,0.266304347826087,0.204918032786885,0.210884353741497,0.217910447761194,0.194174757281553,0.241379310344828,0.265957446808511,0.411522633744856,0.34375,,0.232558139534884,0.26984126984127
730,Placenta-HIGH,0.182481751824818,0.213523131672598,0.168789808917197,0.253521126760563,0.300319488817891,0.235119047619048,0.258389261744966,0.245487364620939,0.241269841269841,0.0925925925925926,0.295977011494253,0.331168831168831,0.414814814814815,0.111111111111111,0.181818181818182,0.220588235294118,0.443298969072165
755,T-cells,0.0153061224489796,0.0372670807453416,0.0476190476190476,0.0311418685121107,0.0227272727272727,0.0179372197309417,0.0541871921182266,0.00595238095238095,0.0365535248041775,0.0110497237569061,0.0135135135135135,0.014218009478673,0.00967741935483871,0.1,0.0476190476190476,0.0847457627118644,0
762,Placenta-HIGH,0.156398104265403,0.0869565217391304,0.079136690647482,0.248554913294798,0.122137404580153,0.135135135135135,0.14,0.282758620689655,0.154727793696275,0.0944881889763779,0.147435897435897,0.243386243386243,0.242914979757085,0.0512820512820513,,,0.216216216216216
768,Placenta-HIGH,0.133640552995392,0.168,0.12,0.229411764705882,0.298342541436464,0.107344632768362,0.149425287356322,0.2,0.212996389891697,0.157232704402516,0.138755980861244,0.362573099415205,0.227722772277228,0.0363636363636364,0.230769230769231,0.209302325581395,0.290909090909091
771,Placenta-HIGH,0.0543933054393306,0.0557768924302789,0.0371621621621622,0.168141592920354,0.264331210191083,0.04375,0.117241379310345,0.152838427947598,0.0603621730382294,0.137142857142857,0.102189781021898,0.141304347826087,0.208425720620843,0.132352941176471,0.0978260869565217,0.120481927710843,0.148936170212766
774,T-cells,0.0615384615384615,0.0833333333333333,0.0746268656716418,0.0429447852760736,0.0277777777777778,0.0294117647058824,0.154639175257732,0.0689655172413793,0.0404624277456647,0.0111111111111111,0.0336134453781513,0.0583333333333333,0.00826446280991736,0,,0.0789473684210526,0.105263157894737
796,Placenta-HIGH,0.174358974358974,0.192982456140351,0.240384615384615,0.311023622047244,0.366863905325444,0.133928571428571,0.101604278074866,0.178343949044586,0.233261339092873,0.23936170212766,0.224719101123596,0.35377358490566,0.320634920634921,0.176470588235294,0.194805194805195,0.375,0.31858407079646
803,T-cells,0.0176470588235294,0,0.0392156862745098,0.0223880597014925,0.0152671755725191,0.0382513661202186,0.0526315789473684,0.0101010101010101,0.0354838709677419,0.034965034965035,0.00769230769230769,0.00769230769230769,0.00564971751412429,0.0285714285714286,0,0.0857142857142857,0.0232558139534884
815,Placenta-HIGH,0.672597864768683,0.71969696969697,0.703703703703704,0.653250773993808,0.696969696969697,0.700680272108844,0.729064039408867,0.710280373831776,0.731462925851703,0.699481865284974,0.664495114006515,0.699570815450644,0.602061855670103,0.734939759036145,0.635135135135135,0.65546218487395,0.797619047619048
816,Placenta-HIGH,0.0588235294117647,0.0543478260869565,0.0373563218390805,0.133333333333333,0.299465240641711,0.0843373493975904,0.0967741935483871,0.256410256410256,0.125636672325976,0.245033112582781,0.107569721115538,0.334821428571429,0.233766233766234,0.277777777777778,,0.406779661016949,0.488636363636364
861,Placenta-HIGH,0.0533980582524272,0.11038961038961,0.0120481927710843,0.209183673469388,0.459627329192547,0.0116279069767442,0.0721649484536082,0.166666666666667,0.132867132867133,0.195402298850575,0.152777777777778,0.386075949367089,0.356275303643725,,0,0.368421052631579,0.340425531914894
869,Placenta-HIGH,0.113636363636364,0.153374233128834,0.172185430463576,0.266666666666667,0.146341463414634,0.181102362204724,0.174496644295302,0.394366197183099,0.162454873646209,0.253731343283582,0.126582278481013,0.214953271028037,0.24,,0.261904761904762,0.184210526315789,0.181818181818182
871,T-cells,0.00651465798045603,0.0266666666666667,0.0286885245901639,0.0126582278481013,0,0.00826446280991736,0.0558375634517767,0.00602409638554217,0.0191082802547771,0,0.0404624277456647,0.00469483568075117,0.0328947368421053,0,0,0.0099009900990099,0
873,Placenta-HIGH,0.209003215434084,0.182098765432099,0.174454828660436,0.304109589041096,0.278481012658228,0.232067510548523,0.297297297297297,0.246808510638298,0.246350364963504,0.207865168539326,0.229452054794521,0.375722543352601,0.4,0.333333333333333,0.0769230769230769,0.375,0.364583333333333
880,Placenta-HIGH,0.409836065573771,0.404494382022472,0.533980582524272,0.520408163265306,0.625,0.397590361445783,0.345177664974619,0.570588235294118,0.435779816513761,0.528301886792453,0.432748538011696,0.605555555555556,0.54,0.135135135135135,0.314285714285714,0.521739130434783,0.560606060606061
908,Placenta-HIGH,0.447852760736196,0.42,0.368421052631579,0.5,0.605504587155963,0.34,0.444444444444444,0.3,0.430493273542601,0.25,0.386075949367089,0.468965517241379,0.454545454545455,0.361111111111111,0.51219512195122,0.275,0.387755102040816
910,Placenta-HIGH,0.058641975308642,0.0495049504950495,0.151006711409396,0.260377358490566,0.153354632587859,0.107142857142857,0.082089552238806,0.05625,0.0973913043478261,0.101063829787234,0.149305555555556,0.256038647342995,0.239904988123515,0.107692307692308,,0.0449438202247191,0.420560747663551
914,Placenta-HIGH,0.119341563786008,0.118181818181818,0.162280701754386,0.297560975609756,0.305970149253731,0.370558375634518,0.141242937853107,0.407692307692308,0.212218649517685,0.137142857142857,0.26271186440678,0.33879781420765,0.316326530612245,0.0909090909090909,,0.21875,0.423529411764706
941,T-cells,0.653465346534654,0.707317073170732,0.68,0.677777777777778,0.601941747572815,0.666666666666667,0.58974358974359,0.5,0.741666666666667,0.75,0.644444444444445,0.726027397260274,0.490566037735849,,,0.727272727272727,
961,Placenta-HIGH,0.294117647058824,0.306748466257669,0.362694300518135,0.308056872037915,0.432692307692308,0.302884615384615,0.242937853107345,0.506410256410256,0.359050445103858,0.367231638418079,0.327510917030568,0.391025641025641,0.40343347639485,0.280701754385965,0.566666666666667,0.5,0.434782608695652
966,Placenta-HIGH,0.678571428571429,0.557692307692308,0.66,0.650793650793651,0.666666666666667,0.545454545454545,0.823529411764706,0.616438356164384,0.672897196261682,0.6,0.535714285714286,0.549295774647887,0.73,,,,
1023,Placenta-HIGH,0.289473684210526,0.208333333333333,0.170542635658915,0.308219178082192,0.28099173553719,0.298701298701299,0.184615384615385,0.450549450549451,0.333333333333333,0.0882352941176471,0.162393162393162,0.316326530612245,0.408284023668639,0.181818181818182,,,
