motif_id,tf,cand_hit,cand_n,hypo_hit,hypo_n,hyper_hit,hyper_n,bg_hit,bg_n,or,p_fisher,p_bh
MA2497.1,ZNF623,2,166,2,61,0,105,16,2458,1.86128048780488,0.316782696742873,1
MA0099.2,FOS::JUN,151,166,52,61,99,105,2163,2458,1.37293881954076,0.319228994650178,1
MA0071.1,RORA,39,166,12,61,27,105,671,2458,0.81782977574897,0.320944243089612,1
MA0766.1,GATA5,135,166,47,61,88,105,2074,2458,0.806296077394469,0.321896049916099,1
MA0043.1,HLF,10,166,0,61,10,105,105,2458,1.43650793650794,0.322782588624917,1
MA0873.1,HOXD12,2,166,1,61,1,105,71,2458,0.40999656475438,0.323539559025186,1
MA0137.3,STAT1,40,166,16,61,24,105,509,2458,1.21557987962703,0.323815723975144,1
MA0791.2,POU4F3,7,166,4,61,3,105,162,2458,0.623961487693144,0.324287453070954,1
MA1719.1,ZNF816,1,166,1,61,0,105,5,2458,2.97333333333333,0.324632152420226,1
MA1549.1,POU6F1,59,166,19,61,40,105,970,2458,0.845861836400424,0.32575594164843,1
MA1544.2,OVOL1,4,166,2,61,2,105,37,2458,1.61561561561562,0.325939844042884,1
MA1503.1,HOXB9,11,166,5,61,6,105,223,2458,0.711268624330971,0.326570603479757,1
MA1963.1,SATB1,30,166,9,61,21,105,533,2458,0.796683589007836,0.328296397502751,1
MA0681.2,PHOX2B,7,166,2,61,5,105,68,2458,1.54735479097299,0.328479033891597,1
MA0823.1,HEY1,16,166,5,61,11,105,306,2458,0.750152505446623,0.328891512652214,1
MA0103.3,ZEB1,125,166,48,61,77,105,1934,2458,0.826039801245996,0.328943516093248,1
MA0047.4,FOXA2,104,166,32,61,72,105,1443,2458,1.17988956698634,0.329121009852303,1
MA1479.2,DMRTC2,19,166,5,61,14,105,222,2458,1.30183244468959,0.329305539378936,1
MA0084.1,SRY,125,166,41,61,84,105,1932,2458,0.830051002373378,0.329882783971965,1
MA2678.1,IRX1,156,166,56,61,100,105,2350,2458,0.716936170212766,0.330141665987954,1
MA0843.1,TEF,10,166,0,61,10,105,108,2458,1.39482431149098,0.330141665987954,1
MA0754.3,CUX1,14,166,4,61,10,105,159,2458,1.33176100628931,0.330334568915403,1
MA2096.1,ZNF524,77,166,21,61,56,105,1045,2458,1.16984033116499,0.331970400086097,1
MA0477.1,FOSL1,42,166,19,61,23,105,540,2458,1.20304659498208,0.334295297095753,1
MA1631.2,ASCL1,72,166,26,61,46,105,1169,2458,0.844584387456091,0.335196503132797,1
MA1115.1,POU5F1,72,166,22,61,50,105,1167,2458,0.847344527703331,0.335268891440925,1
MA0893.2,GSX2,133,166,45,61,88,105,2044,2458,0.816313823163138,0.336485878005073,1
MA0695.2,ZBTB7C,89,166,28,61,61,105,1221,2458,1.17099035280853,0.336770787157602,1
MA0098.3,ETS1,25,166,10,61,15,105,309,2458,1.23310151713374,0.336983353641122,1
MA0835.2,BATF3,33,166,14,61,19,105,416,2458,1.21793666859456,0.337739249287242,1
MA0878.1,CDX1,110,166,35,61,75,105,1714,2458,0.852642107017836,0.339637727648584,1
MA0664.1,MLXIPL,10,166,1,61,9,105,111,2458,1.35539385539386,0.339817448499037,1
MA1140.3,JUNB,2,166,0,61,2,105,17,2458,1.75107604017217,0.340591038124602,1
MA1532.1,NR1D2,2,166,1,61,1,105,17,2458,1.75107604017217,0.340591038124602,1
MA0083.2,SRF,2,166,1,61,1,105,17,2458,1.75107604017217,0.340591038124602,1
MA1982.2,ZNF574,2,166,0,61,2,105,17,2458,1.75107604017217,0.340591038124602,1
MA1580.1,ZBTB32,26,166,8,61,18,105,318,2458,1.24977538185085,0.340857306936782,1
MA1568.2,TCF21,12,166,6,61,6,105,241,2458,0.716818451258285,0.341041063524829,1
MA0080.2,SPI1,122,166,42,61,80,105,1889,2458,0.835194186438231,0.343104592550864,1
MA0754.2,CUX1,10,166,2,61,8,105,112,2458,1.34271978021978,0.343524869574774,1
MA0893.3,GSX2,146,166,49,61,97,105,2220,2458,0.782612612612613,0.34432873587393,1
MA1968.2,TFCP2,20,166,5,61,15,105,238,2458,1.27777138252561,0.34432873587393,1
MA2098.1,ZNF766,48,166,21,61,27,105,802,2458,0.839934063147217,0.346638441535511,1
MA0712.1,OTX2,121,166,43,61,78,105,1875,2458,0.836065185185185,0.347077399529223,1
MA0810.2,TFAP2A,49,166,21,61,28,105,818,2458,0.839654776085094,0.34876742741982,1
MA0491.1,JUND,27,166,10,61,17,105,332,2458,1.24386755655716,0.349631434803468,1
MA2547.1,ZNF215,5,166,3,61,2,105,125,2458,0.579627329192547,0.35182761504251,1
MA2470.1,ZBTB48,155,166,57,61,98,105,2338,2458,0.723228866941442,0.353478298031165,1
MA2532.1,ZNF780B,13,166,6,61,7,105,253,2458,0.740525459195536,0.353918938747071,1
MA0523.2,TCF7L2,64,166,22,61,42,105,857,2458,1.17216921774544,0.355570345599467,1
MA1100.3,ASCL1,113,166,41,61,72,105,1583,2458,1.17850033969416,0.357206608425036,1
MA0068.2,PAX4,54,166,14,61,40,105,889,2458,0.850936043708822,0.359187422025564,1
MA1497.2,HOXA6,130,166,42,61,88,105,1994,2458,0.840298673799175,0.359552101836997,1
MA0742.2,KLF12,55,166,17,61,38,105,908,2458,0.845834821605747,0.360287406384848,1
MA0807.1,TBX5,111,166,40,61,71,105,1554,2458,1.17402597402597,0.360841577182685,1
MA0485.3,HOXC9,9,166,5,61,4,105,186,2458,0.700226011916992,0.360976318504166,1
MA0788.1,POU3F3,9,166,2,61,7,105,185,2458,0.704320881390945,0.361168434396731,1
MA0750.2,ZBTB7A,21,166,3,61,18,105,257,2458,1.24033275191198,0.362206296890536,1
MA1636.2,CEBPG,9,166,3,61,6,105,191,2458,0.680394837763031,0.362689879140875,1
MA1601.2,ZNF75D,1,166,1,61,0,105,45,2458,0.324983164983165,0.362813486336811,1
MA1651.2,ZFP42,1,166,0,61,1,105,46,2458,0.317786561264822,0.36369857184099,1
MA0723.2,VAX2,145,166,47,61,98,105,2200,2458,0.80974025974026,0.363726373495474,1
MA0656.1,JDP2,2,166,0,61,2,105,18,2458,1.65311653116531,0.3641399198679,1
MA2688.1,ZNF347,2,166,0,61,2,105,18,2458,1.65311653116531,0.3641399198679,1
MA1720.1,ZNF85,2,166,0,61,2,105,18,2458,1.65311653116531,0.3641399198679,1
MA0508.1,PRDM1,1,166,1,61,0,105,47,2458,0.310896196002579,0.365269091806117,1
MA1645.2,NKX2-2,14,166,4,61,10,105,268,2458,0.752651217596229,0.366154563467764,1
MA0482.2,GATA4,38,166,13,61,25,105,487,2458,1.20152079055441,0.366585075685409,1
MA0618.1,LBX1,95,166,27,61,68,105,1498,2458,0.857481336617838,0.3666368042574,1
MA1943.1,ETV2::HOXB13,1,166,0,61,1,105,6,2458,2.47676767676768,0.367455323809929,1
MA0776.1,MYBL1,1,166,1,61,0,105,6,2458,2.47676767676768,0.367455323809929,1
MA1969.2,THRA,1,166,1,61,0,105,6,2458,2.47676767676768,0.367455323809929,1
MA2591.1,ZNF850,1,166,1,61,0,105,6,2458,2.47676767676768,0.367455323809929,1
MA1946.2,ETV5::FOXI1,3,166,1,61,2,105,82,2458,0.53329343109382,0.36798325525334,1
MA1961.2,PATZ1,62,166,20,61,42,105,1006,2458,0.860452668603762,0.370873786769274,1
MA1506.1,HOXD10,3,166,1,61,2,105,86,2458,0.507633043230133,0.371345062932144,1
MA0786.2,POU3F1,41,166,15,61,26,105,696,2458,0.830367816091954,0.372137785257084,1
MA1540.1,NR5A1,77,166,28,61,49,105,1048,2458,1.16401492409298,0.3729330573637,1
MA0154.4,EBF1,3,166,1,61,2,105,87,2458,0.501586629997885,0.373106178173861,1
MA0079.1,SP1,100,166,37,61,63,105,1389,2458,1.16608853109933,0.373717323081699,1
MA1565.2,TBX18,78,166,22,61,56,105,1067,2458,1.15551248189486,0.374810441827189,1
MA0143.4,SOX2,68,166,25,61,43,105,1102,2458,0.853809400348161,0.374936256392641,1
MA1653.2,ZNF148,68,166,24,61,44,105,1095,2458,0.863703289534992,0.375976499445142,1
MA1554.2,RFX7,72,166,24,61,48,105,1157,2458,0.86128836499384,0.377250367450196,1
MA1513.2,KLF15,73,166,25,61,48,105,1173,2458,0.859894214815426,0.377376965321262,1
MA0899.1,HOXA10,83,166,29,61,54,105,1140,2458,1.15614035087719,0.377397118868787,1
MA2584.1,DNTTIP1,6,166,2,61,4,105,139,2458,0.625629496402878,0.377429996738948,1
MA0144.3,STAT3,79,166,33,61,46,105,1264,2458,0.857758620689655,0.377630557405089,1
MA0688.1,TBX2,15,166,7,61,8,105,285,2458,0.757406761937958,0.377661771254852,1
MA1138.1,FOSL2::JUNB,22,166,6,61,16,105,396,2458,0.795524691358025,0.380934758077271,1
MA1483.2,ELF2,5,166,0,61,5,105,48,2458,1.55926501035197,0.382365960374063,1
MA0504.1,NR2C2,5,166,3,61,2,105,48,2458,1.55926501035197,0.382365960374063,1
MA0523.1,TCF7L2,17,166,5,61,12,105,202,2458,1.27423749086318,0.382597336938669,1
MA0154.2,EBF1,55,166,28,61,27,105,735,2458,1.16154930440645,0.382831229979206,1
MA0655.1,JDP2,12,166,3,61,9,105,137,2458,1.32012513034411,0.383693121940486,1
MA2578.1,ZBTB8A,121,166,43,61,78,105,1710,2458,1.17619233268356,0.384021351017311,1
MA1630.2,ZNF281,46,166,13,61,33,105,766,2458,0.846736292428199,0.386106906903511,1
MA0156.2,FEV,17,166,7,61,10,105,205,2458,1.25392044524472,0.386878521875273,1
MA2686.1,ZEB2,161,166,59,61,102,105,2409,2458,0.654960564549606,0.387424940725884,1
MA0802.1,TBR1,16,166,8,61,8,105,299,2458,0.770211817168339,0.388224634384747,1
MA0649.2,HEY2,16,166,6,61,10,105,297,2458,0.77611672278339,0.388336990043178,1
MA0072.2,RORA,12,166,0,61,12,105,140,2458,1.29016697588126,0.390619909923997,1
MA1578.2,VEZF1,105,166,38,61,67,105,1640,2458,0.858556577369052,0.395542912730424,1
MA0089.2,MAFG::NRF1,0,166,0,61,0,105,23,2458,0,0.395680339940361,1
MA1132.1,JUN::JUNB,33,166,14,61,19,105,423,2458,1.1936756785581,0.39685900417162,1
MA1119.2,SIX2,8,166,4,61,4,105,90,2458,1.33220815752461,0.398901874056547,1
MA0473.2,ELF1,0,166,0,61,0,105,25,2458,0,0.401263876927975,1
MA1683.2,FOXA3,113,166,36,61,77,105,1591,2458,1.16185382398634,0.401769096029164,1
MA2469.1,FOXM1,113,166,36,61,77,105,1591,2458,1.16185382398634,0.401769096029164,1
MA0060.1,NFYA,13,166,2,61,11,105,150,2458,1.30736383442266,0.403494028656234,1
MA1944.1,ETV5::DRGX,0,166,0,61,0,105,26,2458,0,0.405837311453883,1
MA0478.2,FOSL2,46,166,20,61,26,105,611,2458,1.15878341516639,0.4059023929806,1
MA1528.1,NFIX,1,166,0,61,1,105,7,2458,2.12207792207792,0.40757852451591,1
MA0113.3,NR3C1,1,166,1,61,0,105,7,2458,2.12207792207792,0.40757852451591,1
MA0727.1,NR3C2,1,166,1,61,0,105,7,2458,2.12207792207792,0.40757852451591,1
MA0081.3,SPIB,4,166,0,61,4,105,99,2458,0.588352662426737,0.407919449973609,1
MA0640.3,ELF3,57,166,17,61,40,105,932,2458,0.856223175965665,0.408027499137107,1
MA0063.3,NKX2-5,99,166,34,61,65,105,1545,2458,0.873177800318794,0.408253763545371,1
MA0007.2,AR,4,166,1,61,3,105,100,2458,0.582222222222222,0.40875177312792,1
MA0673.2,NKX2-8,131,166,43,61,88,105,2006,2458,0.843355647343683,0.408940570054148,1
MA0679.2,ONECUT1,4,166,3,61,1,105,101,2458,0.576213176873243,0.409892945109003,1
MA1726.2,ZNF331,26,166,12,61,14,105,327,2458,1.21026649191787,0.409952233337468,1
MA1981.1,ZNF530,0,166,0,61,0,105,27,2458,0,0.411456713608588,1
MA0738.2,HIC2,166,166,61,61,105,105,2431,2458,Inf,0.411456713608588,1
MA1636.1,CEBPG,5,166,3,61,2,105,53,2458,1.40923473573186,0.41214126381003,1
MA1502.1,HOXB8,118,166,37,61,81,105,1817,2458,0.867249128600257,0.413397085852644,1
MA1563.1,SOX18,140,166,49,61,91,105,2127,2458,0.83794437814184,0.413550482184588,1
MA1547.2,PITX2,95,166,33,61,62,105,1486,2458,0.875210888480276,0.413693199354137,1
MA0912.2,HOXD3,61,166,16,61,45,105,984,2458,0.870247773906311,0.414104503350282,1
MA1646.1,OSR2,72,166,29,61,43,105,985,2458,1.14543687223242,0.414236200851167,1
MA0003.1,TFAP2A,147,166,50,61,97,105,2223,2458,0.817884792954045,0.41584010241889,1
MA0833.1,ATF4,3,166,1,61,2,105,25,2458,1.79116564417178,0.418022272693439,1
MA1534.1,NR1I3,78,166,27,61,51,105,1072,2458,1.14598880597015,0.419349979778409,1
MA1525.2,NFATC4,86,166,26,61,60,105,1358,2458,0.870765832106038,0.420375667515313,1
MA0035.5,GATA1,86,166,32,61,54,105,1355,2458,0.875073800738007,0.420964968772975,1
MA0039.4,KLF4,75,166,31,61,44,105,1196,2458,0.869657098754089,0.422505412354637,1
MA2577.1,ZXDC,85,166,35,61,50,105,1176,2458,1.14396993365247,0.422719521091467,1
MA0052.4,MEF2A,86,166,22,61,64,105,1191,2458,1.14359781696054,0.422957975502079,1
MA1480.2,DPRX,29,166,9,61,20,105,497,2458,0.835215673603666,0.424333248167702,1
MA0148.1,FOXA1,52,166,11,61,41,105,697,2458,1.152457902288,0.424558479869298,1
MA0148.2,FOXA1,52,166,11,61,41,105,697,2458,1.152457902288,0.424558479869298,1
MA1942.2,ETV2::FOXI1,27,166,13,61,14,105,348,2458,1.17774745720665,0.424558888759888,1
MA0017.3,NR2F1,38,166,11,61,27,105,496,2458,1.17433215725806,0.425289884099659,1
MA0056.1,MZF1,163,166,59,61,104,105,2432,2458,0.580866228070176,0.425439385198395,1
MA0475.2,FLI1,14,166,8,61,6,105,166,2458,1.2717184527584,0.425554834904674,1
MA1635.2,BHLHE22,136,166,51,61,85,105,1947,2458,1.18979626776237,0.429566145401432,1
MA0152.1,NFATC2,146,166,49,61,97,105,2206,2458,0.833907524932003,0.431631395485428,1
MA0017.1,NR2F1,2,166,2,61,0,105,60,2458,0.48739837398374,0.431933552948009,1
MA0081.1,SPIB,164,166,60,61,104,105,2399,2458,2.01667361400584,0.43194817994809,1
MA1489.1,FOXN3,21,166,5,61,16,105,374,2458,0.80700719159137,0.432579749962503,1
MA1730.1,ZNF708,2,166,0,61,2,105,62,2458,0.471282454760032,0.433432660140202,1
MA0712.3,OTX2,137,166,47,61,90,105,2088,2458,0.837131721495574,0.433740023795938,1
MA0830.3,TCF4,120,166,47,61,73,105,1702,2458,1.15873907934399,0.434471696282466,1
MA0774.1,MEIS2,109,166,43,61,66,105,1687,2458,0.873958755810688,0.437837819347094,1
MA1960.1,MGA::EVX1,5,166,3,61,2,105,111,2458,0.656650439259135,0.439623221786924,1
MA0478.1,FOSL2,41,166,17,61,24,105,541,2458,1.16224768946396,0.439911274103488,1
MA2336.1,ZSCAN21,145,166,49,61,96,105,2193,2458,0.834364753653399,0.440460618057512,1
MA0833.3,ATF4,9,166,3,61,6,105,184,2458,0.708460260315702,0.440626006082212,1
MA1464.2,ARNT2,33,166,11,61,22,105,561,2458,0.839009287925697,0.443228912939254,1
MA0827.1,OLIG3,15,166,5,61,10,105,275,2458,0.788561107766406,0.444512050665217,1
MA0597.1,THAP1,136,166,46,61,90,105,2068,2458,0.854932301740812,0.444567246196801,1
MA0837.3,CEBPE,1,166,0,61,1,105,8,2458,1.85606060606061,0.445171018755343,1
MA0899.2,HOXA10,106,166,34,61,72,105,1639,2458,0.882794386821233,0.446092222285009,1
MA0041.2,FOXD3,15,166,5,61,10,105,183,2458,1.23493648898057,0.446907115742036,1
MA1107.3,KLF9,15,166,8,61,7,105,183,2458,1.23493648898057,0.446907115742036,1
MA0782.3,PKNOX1,22,166,11,61,11,105,278,2458,1.1980415667466,0.449152512033417,1
MA0684.3,RUNX3,104,166,36,61,68,105,1611,2458,0.881920666386336,0.449226022020138,1
MA0836.1,CEBPD,10,166,4,61,6,105,116,2458,1.29420866489832,0.450381266824989,1
MA0499.2,MYOD1,31,166,9,61,22,105,404,2458,1.16747341400807,0.450684880296896,1
MA0605.2,ATF3,3,166,0,61,3,105,29,2458,1.54156970594457,0.451930676143986,1
MA0605.3,ATF3,3,166,0,61,3,105,29,2458,1.54156970594457,0.451930676143986,1
MA1956.2,FOXO1::FLI1,3,166,1,61,2,105,29,2458,1.54156970594457,0.451930676143986,1
MA1122.1,TFDP1,24,166,6,61,18,105,420,2458,0.820120724346077,0.453808361019069,1
MA1952.2,FOXJ2::ELF1,16,166,3,61,13,105,294,2458,0.785124716553288,0.455432421201125,1
MA0811.2,TFAP2B,45,166,20,61,25,105,603,2458,1.14407302331319,0.457555720226559,1
MA0670.2,NFIA,141,166,49,61,92,105,2023,2458,1.21275333662877,0.460111723841748,1
MA1935.2,ERF::FOXI1,71,166,30,61,41,105,977,2458,1.13290955125788,0.461605946227998,1
MA0491.3,JUND,23,166,9,61,14,105,295,2458,1.17930544032239,0.461661614718672,1
MA0100.3,MYB,120,166,39,61,81,105,1839,2458,0.878076459323356,0.46186213424422,1
MA0754.1,CUX1,26,166,7,61,19,105,448,2458,0.833227040816326,0.465806388511884,1
MA1523.2,MSANTD3,118,166,43,61,75,105,1815,2458,0.870913682277319,0.466321595251052,1
MA0442.2,SOX10,118,166,44,61,74,105,1810,2458,0.880110497237569,0.468296074082682,1
MA0689.1,TBX20,6,166,2,61,4,105,131,2458,0.666125954198473,0.468688630653441,1
MA0079.5,SP1,93,166,29,61,64,105,1298,2458,1.13852713341917,0.46974402436501,1
MA0516.3,SP2,93,166,30,61,63,105,1298,2458,1.13852713341917,0.46974402436501,1
MA0079.4,SP1,6,166,1,61,5,105,69,2458,1.29836956521739,0.472386695202587,1
MA0642.3,EN2,138,166,46,61,92,105,1980,2458,1.18982683982684,0.476877693959054,1
MA1121.1,TEAD2,28,166,7,61,21,105,481,2458,0.833951007864051,0.47746260303118,1
MA0765.3,ETV5,11,166,6,61,5,105,132,2458,1.2505376344086,0.478321766725045,1
MA0466.4,CEBPB,1,166,0,61,1,105,9,2458,1.64915824915825,0.480391520050415,1
MA0772.1,IRF7,1,166,0,61,1,105,9,2458,1.64915824915825,0.480391520050415,1
MA0525.1,TP63,1,166,0,61,1,105,9,2458,1.64915824915825,0.480391520050415,1
MA1975.1,ZNF214,1,166,0,61,1,105,9,2458,1.64915824915825,0.480391520050415,1
MA1982.1,ZNF574,1,166,0,61,1,105,9,2458,1.64915824915825,0.480391520050415,1
MA1519.1,LHX5,113,166,33,61,80,105,1740,2458,0.879787464758187,0.481359214077996,1
MA0672.2,NKX2-3,113,166,40,61,73,105,1740,2458,0.879787464758187,0.481359214077996,1
MA0498.2,MEIS1,163,166,60,61,103,105,2384,2458,1.68652125279642,0.481764895908996,1
MA0834.2,ATF7,3,166,0,61,3,105,32,2458,1.39532208588957,0.483162984410604,1
MA1730.2,ZNF708,12,166,5,61,7,105,226,2458,0.769566716469371,0.484745557002922,1
MA0598.1,EHF,120,166,43,61,77,105,1710,2458,1.14111365369947,0.486111830183487,1
MA2535.1,MYPOP,18,166,7,61,11,105,226,2458,1.20114805070557,0.488933771323169,1
MA0829.2,SREBF1,18,166,3,61,15,105,226,2458,1.20114805070557,0.488933771323169,1
MA0511.1,RUNX2,7,166,4,61,3,105,142,2458,0.718044113739038,0.489967230598557,1
MA0526.1,USF2,20,166,9,61,11,105,348,2458,0.830577861754054,0.490448830638716,1
MA1984.1,ZNF667,7,166,4,61,3,105,78,2458,1.34333172069021,0.491852861787288,1
MA2559.1,NACC2,163,166,59,61,104,105,2425,2458,0.739381443298969,0.494311292075093,1
MA0130.1,ZNF354C,163,166,61,61,102,105,2425,2458,0.739381443298969,0.494311292075093,1
MA1935.1,ERF::FOXI1,7,166,2,61,5,105,80,2458,1.30864779874214,0.497758749423371,1
MA1952.1,FOXJ2::ELF1,7,166,1,61,6,105,80,2458,1.30864779874214,0.497758749423371,1
MA0507.1,POU2F2,21,166,7,61,14,105,368,2458,0.822526236881559,0.498038382067198,1
MA1633.1,BACH1,12,166,7,61,5,105,146,2458,1.23394413805373,0.498445251789896,1
MA1558.2,SNAI1,153,166,55,61,98,105,2214,2458,1.29706066291432,0.498809557897118,1
MA0766.3,GATA5,104,166,35,61,69,105,1606,2458,0.889888723737597,0.501070632863461,1
MA0114.2,HNF4A,7,166,1,61,6,105,81,2458,1.29194813261899,0.501154355132059,1
MA0613.1,FOXG1,102,166,28,61,74,105,1579,2458,0.88721105129829,0.503854987471314,1
MA0114.5,HNF4A,22,166,5,61,17,105,378,2458,0.840681951793063,0.504929357454668,1
MA1573.1,THAP11,3,166,1,61,2,105,34,2458,1.31216167448575,0.50573022116901,1
MA0819.3,CLOCK,56,166,16,61,40,105,895,2458,0.889060436769934,0.505772450715505,1
MA1649.2,ZBTB12,101,166,32,61,69,105,1561,2458,0.892889173606663,0.506067570066996,1
MA1547.1,PITX2,137,166,47,61,90,105,2077,2458,0.866584762505603,0.507396665582084,1
MA0060.3,NFYA,29,166,8,61,21,105,383,2458,1.14682395990166,0.508877220249537,1
MA0648.1,GSC,60,166,18,61,42,105,960,2458,0.883254716981132,0.510594915233686,1
MA2599.1,TIGD3,36,166,8,61,28,105,594,2458,0.868997668997669,0.511817449058263,1
MA1493.1,HES6,1,166,0,61,1,105,38,2458,0.385964912280702,0.512469572370056,1
MA2597.1,LEUTX,122,166,41,61,81,105,1865,2458,0.881623202534731,0.512635928972693,1
MA0137.4,STAT1,44,166,17,61,27,105,593,2458,1.13427141790838,0.512635928972693,1
MA1940.2,ETV2::DRGX,1,166,1,61,0,105,39,2458,0.375912975912976,0.51336409361744,1
MA0113.4,NR3C1,1,166,1,61,0,105,10,2458,1.48363636363636,0.513388845096946,1
MA1966.1,TFAP4::ETV1,1,166,1,61,0,105,10,2458,1.48363636363636,0.513388845096946,1
MA1121.2,TEAD2,63,166,26,61,37,105,1002,2458,0.888785535724667,0.513909863752534,1
MA0844.2,XBP1,1,166,1,61,0,105,40,2458,0.366363636363636,0.514961402810106,1
MA0473.4,ELF1,37,166,12,61,25,105,610,2458,0.868928707586733,0.515276539051004,1
MA1100.1,ASCL1,37,166,11,61,26,105,613,2458,0.863272506544254,0.515475569411614,1
MA0046.3,HNF1A,1,166,1,61,0,105,41,2458,0.357280118255728,0.517222737804815,1
MA2692.1,ZNF43,1,166,1,61,0,105,41,2458,0.357280118255728,0.517222737804815,1
MA0828.1,SREBF2,7,166,1,61,6,105,85,2458,1.22907880133185,0.517397709597306,1
MA0032.2,FOXC1,76,166,26,61,50,105,1057,2458,1.1192683695995,0.517424278672552,1
MA0639.2,DBP,20,166,3,61,17,105,260,2458,1.15806111696523,0.517523668946716,1
MA0688.2,TBX2,68,166,26,61,42,105,1077,2458,0.889735281299149,0.517924708407929,1
MA0488.2,JUN,20,166,9,61,11,105,261,2458,1.15309924946203,0.518981081281505,1
MA1986.1,ZNF692,70,166,33,61,37,105,1106,2458,0.891350210970464,0.519126898425387,1
MA1542.2,OSR1,15,166,7,61,8,105,267,2458,0.815164818810924,0.519340451448599,1
MA0669.1,NEUROG2,13,166,6,61,7,105,162,2458,1.20422819333495,0.519556780831647,1
MA0660.1,MEF2B,4,166,2,61,2,105,90,2458,0.649657064471879,0.519822306296902,1
MA0773.1,MEF2D,4,166,2,61,2,105,90,2458,0.649657064471879,0.519822306296902,1
MA1645.1,NKX2-2,15,166,5,61,10,105,272,2458,0.798354109855863,0.519941208911995,1
MA0646.2,GCM1,1,166,0,61,1,105,42,2458,0.348629148629149,0.520109320181063,1
MA1111.1,NR2F2,72,166,20,61,52,105,1133,2458,0.89575782614411,0.520366627385053,1
MA1472.1,BHLHA15,89,166,32,61,57,105,1249,2458,1.11882752955611,0.52132058648914,1
MA0014.3,PAX5,4,166,1,61,3,105,93,2458,0.627903889552635,0.521588901269085,1
MA0867.3,SOX4,135,166,47,61,88,105,2044,2458,0.882046587967931,0.522569082045237,1
MA1102.1,CTCFL,4,166,1,61,3,105,95,2458,0.614165042235218,0.524234188387462,1
MA0756.3,ONECUT2,40,166,14,61,26,105,654,2458,0.875685646327848,0.524965142100854,1
MA0017.2,NR2F1,21,166,3,61,18,105,273,2458,1.15915119363395,0.52532943498638,1
MA1475.2,CREB3L4,13,166,2,61,11,105,165,2458,1.18078827490592,0.525578855527201,1
MA0039.5,KLF4,125,166,44,61,81,105,1789,2458,1.14009734284039,0.527904446427029,1
MA0836.2,CEBPD,9,166,5,61,4,105,174,2458,0.752470898308807,0.528380429699556,1
MA0070.2,PBX1,9,166,5,61,4,105,175,2458,0.747843494085532,0.528854346934636,1
MA0162.5,EGR1,16,166,4,61,12,105,288,2458,0.803703703703704,0.53022471075484,1
MA0810.1,TFAP2A,33,166,17,61,16,105,441,2458,1.13482686307606,0.531914998575929,1
MA0750.1,ZBTB7A,4,166,1,61,3,105,42,2458,1.42034097589653,0.532136646836509,1
MA1602.1,ZSCAN29,4,166,0,61,4,105,42,2458,1.42034097589653,0.532136646836509,1
MA0033.2,FOXL1,144,166,46,61,98,105,2173,2458,0.858469648161319,0.5321469496634,1
MA0030.1,FOXF2,8,166,2,61,6,105,95,2458,1.25942704863424,0.532766654689967,1
MA1467.1,ATOH1,22,166,7,61,15,105,289,2458,1.14662629757785,0.536088018035581,1
MA1928.1,BNC2,53,166,25,61,28,105,726,2458,1.11894487920232,0.539075711989984,1
MA1122.2,TFDP1,28,166,7,61,21,105,468,2458,0.862752384491515,0.539705408610534,1
MA0043.3,HLF,14,166,0,61,14,105,179,2458,1.17266980299912,0.540032953017793,1
MA1535.1,NR2C1,152,166,54,61,98,105,2278,2458,0.857895396964756,0.541995118513183,1
MA1557.1,SMAD5,4,166,0,61,4,105,44,2458,1.35465768799102,0.542586372702027,1
MA0508.2,PRDM1,54,166,21,61,33,105,745,2458,1.10860498561841,0.542876906222871,1
MA0597.2,THAP1,47,166,28,61,19,105,759,2458,0.884102257503792,0.54305942488061,1
MA0024.3,E2F1,1,166,0,61,1,105,11,2458,1.34820936639118,0.544302527344901,1
MA1943.2,ETV2::HOXB13,1,166,0,61,1,105,11,2458,1.34820936639118,0.544302527344901,1
MA1723.1,PRDM9,1,166,1,61,0,105,11,2458,1.34820936639118,0.544302527344901,1
MA1599.1,ZNF682,1,166,0,61,1,105,11,2458,1.34820936639118,0.544302527344901,1
MA1143.2,FOSL1::JUND,36,166,13,61,23,105,486,2458,1.12364672364672,0.547156369021075,1
MA0692.2,TFEB,49,166,16,61,33,105,789,2458,0.885909893514456,0.547273999133498,1
MA1986.2,ZNF692,117,166,41,61,76,105,1674,2458,1.11827956989247,0.547703768581204,1
MA1970.1,TRPS1,36,166,13,61,23,105,487,2458,1.12077081029853,0.547775247992598,1
MA0036.2,GATA2,15,166,6,61,9,105,191,2458,1.17905065705073,0.550205033210568,1
MA2330.2,ZBTB24,5,166,2,61,3,105,107,2458,0.682359087478957,0.550938174514651,1
MA1112.1,NR4A1,58,166,16,61,42,105,805,2458,1.10276052449966,0.551492830188709,1
MA1483.3,ELF2,15,166,3,61,12,105,192,2458,1.17239238410596,0.551622353784236,1
MA0873.2,HOXD12,5,166,2,61,3,105,108,2458,0.675753393144698,0.551687939559676,1
MA0048.1,NHLH1,5,166,4,61,1,105,109,2458,0.669268904211066,0.552678946814741,1
MA0497.2,MEF2C,37,166,12,61,25,105,503,2458,1.11478416323763,0.553027304209627,1
MA1639.1,MEIS1,19,166,9,61,10,105,330,2458,0.833477633477633,0.554761234146173,1
MA1134.2,FOS::JUNB,32,166,10,61,22,105,526,2458,0.8771352363657,0.557713660547485,1
